filename	state	group	fac1	fac2	fac3	fac4
t003928	sp	sp	9	1	1	1
t003929	sp	sp	15	1	1	0
t003930	sp	sp	31	5	4	3
t003931	sp	sp	39	5	7	0
t003932	sp	sp	44	12	6	4
t003933	sp	sp	17	3	1	1
t003934	sp	sp	25	6	1	3
t003935	sp	sp	44	4	0	2
t003936	sp	sp	26	3	2	1
t003937	sp	sp	24	5	1	1
t003938	sp	sp	28	5	0	3
t003939	sp	sp	15	13	0	-1
t003940	sp	sp	13	9	1	1
t003941	sp	sp	31	11	4	-2
t003942	sp	sp	23	8	1	1
t003943	sp	sp	23	12	4	0
t003944	sp	sp	49	10	11	1
t003945	sp	sp	29	17	3	-2
t003946	sp	sp	8	8	1	0
t003947	sp	sp	8	3	11	0
t003948	sp	sp	4	2	14	1
t003949	sp	sp	7	5	12	-2
t003950	sp	sp	8	5	11	2
t003951	sp	sp	3	4	10	1
t003952	sp	sp	12	4	25	1
t003953	sp	sp	7	11	0	2
t003954	sp	sp	8	10	4	6
t003955	sp	sp	21	18	5	2
t003956	sp	sp	9	18	6	2
t003957	sp	sp	10	12	3	4
t003958	sp	sp	28	4	5	2
t003959	sp	sp	29	15	8	2
t003960	sp	sp	29	4	2	1
t003961	sp	sp	24	7	8	0
t003962	sp	sp	16	7	5	-2
t003963	sp	sp	16	8	2	2
t003964	sp	sp	10	20	19	5
t003965	sp	sp	7	6	18	0
t003966	sp	sp	10	4	17	0
t003967	sp	sp	9	5	13	0
t003968	to	to	5	13	1	2
t003969	to	to	4	14	3	1
t003970	to	to	13	10	5	-1
t003971	to	to	16	13	3	-1
t003972	to	to	11	4	10	0
t003973	to	to	7	7	3	2
t003974	to	to	2	12	3	3
t003975	to	to	2	8	2	2
t003976	to	to	22	1	6	9
t003977	to	to	16	18	6	2
t003978	to	to	32	0	6	4
t003979	to	to	23	-5	12	0
t003980	to	to	22	-6	3	1
t003981	to	to	12	-1	3	0
t003982	to	to	20	-6	0	-1
t003983	to	to	14	-3	1	1
t003984	to	to	15	1	10	0
t003985	to	to	7	-1	6	0
t003986	to	to	34	0	5	2
t003987	to	to	10	-1	4	1
t003988	to	to	31	-4	6	-1
t003989	to	to	24	-2	9	1
t003990	to	to	24	2	4	3
t003991	to	to	12	1	2	3
t003992	to	to	15	0	4	1
t003993	to	to	30	-2	4	2
t003994	to	to	34	3	29	10
t003995	to	to	72	-28	25	8
t003996	to	to	20	2	1	2
t003997	to	to	38	6	5	12
t003998	to	to	11	1	0	0
t003999	to	to	59	5	18	15
t004000	to	to	7	0	1	1
t004001	to	to	11	7	2	3
t004002	to	to	25	8	7	8
t004003	to	to	4	2	1	4
t004004	to	to	33	6	6	7
t004005	to	to	62	7	19	4
t004006	to	to	34	4	4	2
t004007	to	to	14	9	3	4
t004008	to	to	41	8	5	-1
t004009	to	to	16	0	0	1
t004010	to	to	5	0	0	1
t004011	to	to	36	2	6	2
t004012	to	to	38	2	2	0
t004013	to	to	44	-3	4	0
t004014	to	to	20	12	3	1
t004015	to	to	31	3	8	2
t004016	to	to	17	4	0	1
t004017	to	to	51	11	18	6
t004018	to	to	39	4	10	6
t004019	to	to	64	-27	26	6
t004020	to	to	17	15	6	2
t004021	to	to	20	27	3	1
t004022	to	to	16	23	2	2
t004023	to	to	21	9	0	0
t004024	to	to	17	15	1	1
t004025	to	to	13	20	2	0
t004026	to	to	8	12	2	1
t004027	to	to	20	21	3	0
t004028	to	to	6	7	1	0
t004029	to	to	16	14	1	-1
t004030	to	to	8	5	2	1
t004031	to	to	2	6	0	0
t004032	to	to	19	16	3	-1
t004033	to	to	11	6	3	1
t004034	to	to	15	16	3	1
t004035	to	to	31	12	6	2
t004036	to	to	19	-1	8	1
t004037	to	to	18	9	7	1
t004038	to	to	9	2	3	-1
t004039	to	to	5	19	3	1
t004040	to	to	13	17	3	4
t004041	to	to	17	18	4	0
t004042	to	to	11	22	6	3
t004043	to	to	10	10	2	1
t004044	to	to	6	18	1	2
t004045	to	to	28	20	1	0
t004046	to	to	11	22	3	-1
t004047	to	to	8	23	3	0
t004048	to	to	13	19	3	0
t004049	to	to	10	17	2	1
t004050	to	to	15	19	2	-3
t004051	to	to	10	12	0	0
t004052	to	to	7	20	2	2
t004053	to	to	22	24	6	4
t004054	to	to	15	11	3	2
t004055	to	to	12	26	3	0
t004056	to	to	20	19	3	2
t004057	to	to	20	6	10	8
t004058	to	to	18	3	6	1
t004059	to	to	10	4	3	2
t004060	to	to	36	14	3	1
t004061	to	to	18	10	5	2
t004062	to	to	8	5	0	-1
t004063	to	to	14	1	2	1
t004064	to	to	4	8	3	1
t004065	to	to	16	18	4	4
t004066	to	to	4	8	4	3
t004067	to	to	1	3	0	1
t004068	to	to	5	9	1	5
t004069	to	to	22	17	4	4
t004070	to	to	10	36	5	3
t004071	to	to	4	10	3	1
t004072	to	to	53	20	12	-2
t004073	to	to	9	4	4	0
t004074	to	to	9	11	1	1
t004075	to	to	6	21	2	0
t004076	to	to	19	17	1	1
t004077	to	to	2	12	0	1
t004078	to	to	7	18	1	0
t004079	to	to	9	20	3	1
t004080	to	to	12	4	5	0
t004081	to	to	7	8	0	1
t004082	to	to	7	7	3	2
t004083	to	to	2	12	3	3
t004084	to	to	2	8	2	3
t004085	to	to	6	5	7	5
t004086	to	to	21	23	17	7
t004087	to	to	10	1	13	3
t004088	to	to	2	3	6	1
t004089	to	to	8	2	15	0
t004090	to	to	17	7	9	3
t004091	to	to	9	6	4	7
t004092	to	to	11	9	7	4
t004093	to	to	7	3	16	4
t004094	to	to	18	8	9	5
t004095	to	to	6	1	5	2
t004096	to	to	10	9	14	0
t004097	to	to	14	9	8	1
t004098	to	to	10	9	4	1
t004099	to	to	27	5	16	3
t004100	to	to	12	12	13	0
t004101	to	to	11	11	22	0
t004102	to	to	17	-1	33	3
t004103	to	to	4	1	15	1
t004104	to	to	9	3	26	-1
t004105	to	to	12	1	23	0
t004106	to	to	7	3	19	0
t004107	to	to	11	3	21	1
t004108	to	to	16	2	23	2
t004109	to	to	2	-1	21	5
t004110	to	to	9	-1	24	4
t004111	to	to	5	0	20	0
t004112	to	to	11	-2	21	2
