_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,loaded,factor,pole
v000055,-0.228605465,0.0725973297,0.0141298755,0.074824777,-0.263346117,0.3586681222,0.1077446256,0.2806349946,1,fac6,1
v000056,-0.192614479,0.2074987721,0.204379853,-0.280862721,-0.105772861,0.3654934125,-0.079046271,0.072508845,1,fac6,1
v000057,0.0026399091,0.2876458485,0.5831695351,-0.534717239,-0.045385212,-0.034824245,-0.367441179,0.2399318743,1,fac3,1
v000058,-0.000390463,-0.060334295,0.7290020247,0.0591574495,0.0667990305,0.1694588396,-0.0620831,-0.073614953,1,fac3,1
v000059,-0.211989155,0.2212257845,0.6338161388,-0.096880673,0.2424566198,0.2868873381,-0.36464374,-0.13929962,1,fac3,1
v000060,-0.047060856,0.2599326722,0.3331464981,-0.208101348,-0.184599469,0.2285602619,-0.052443238,0.1432197266,1,fac3,1
v000061,-0.074322361,-0.055189513,0.0498561948,0.6193460075,-0.147529515,-0.074614358,-0.334624682,0.6872413362,1,fac8,1
v000062,-0.104195247,-0.064625507,0.4356640604,-0.251370949,-0.082861777,-0.067319024,0.2601122484,-0.677296736,1,fac8,-1
v000063,-0.03305468,0.3627852454,0.2527273356,-0.090105963,0.0570291877,-0.169753149,-0.055350829,-0.071292054,1,fac2,1
v000064,-0.197055301,0.1110284485,0.2433140778,-0.065524415,-0.080695517,0.1871270526,-0.246185583,-0.011372072,0,,
v000065,0.0275634436,0.0238041797,0.0437354476,0.8729059274,0.1174556962,-0.186656447,-0.076053225,0.2246030169,1,fac4,1
v000066,0.0101245834,-0.047975199,0.5205832748,-0.283631753,-0.445619739,-0.03683103,0.0245639432,0.2799457387,1,fac3,1
v000067,0.0652149796,-0.365155847,-0.400485966,-0.255749052,-0.437845407,-0.093935183,0.4823377888,-0.27307899,1,fac7,1
v000068,0.2324592037,0.7929136404,-0.648525159,-0.646460475,-0.01141515,-0.562120251,-0.469241998,0.1498103838,1,fac2,1
v000069,0.3204273621,0.2790040221,0.2265246425,-0.214990471,-0.580085242,0.1568551519,0.1590298594,-0.295285276,1,fac5,-1
v000070,0.1147441903,0.2206566027,0.5223602735,-0.308000788,0.1889325961,0.2762795929,0.0805633355,0.0343969259,1,fac3,1
v000071,-0.286613962,0.0517011147,0.2882873727,0.2502903407,-0.087684751,-0.162714126,-0.315065173,0.142926207,1,fac7,-1
v000072,-0.12215009,0.2404331257,0.0660691431,0.0235681443,-0.369865593,-0.051822234,0.0466399901,-0.177141763,1,fac5,-1
v000073,-0.256754522,0.0927707769,0.0996341223,-0.024788004,0.235464223,-0.273646951,0.2875455239,-0.141076306,0,,
v000074,-0.245065973,-0.117198857,0.563054747,0.1505318538,-0.204056959,-0.078247835,-0.255458856,-0.064667753,1,fac3,1
v000075,-0.100370913,0.0634496075,0.2813576282,0.1947885769,-0.166351969,-0.182085521,0.1829277741,-0.378090569,1,fac8,-1
v000076,-0.212133953,0.2526394645,0.1395941347,-0.001148011,-0.045903563,-0.614165728,-0.268158019,-0.170137677,1,fac6,-1
v000077,0.3577337689,-0.585713356,0.3912431216,-0.54222142,-0.682204849,-0.076977347,-0.308282726,-0.602846338,1,fac5,-1
v000078,-0.152789077,0.0415432927,0.018783526,0.0395219452,-0.206398443,-0.040575055,-0.069308755,-0.031742148,0,,
v000079,0.0332736632,0.0171011781,0.0388905477,0.4641598161,-0.118413623,0.0862060731,-0.00632483,0.5690602348,1,fac8,1
v000080,-0.351991604,0.0461658317,0.0094604508,0.0310288758,-0.155615652,0.0164897425,0.0350999407,0.0149585527,1,fac1,-1
v000081,-0.049079687,0.4734948329,0.2177037519,-0.152116981,-0.246788771,0.1782024777,-0.040362582,0.1141714126,1,fac2,1
v000082,-0.427486348,-0.27030567,-0.033279877,-0.598603732,-0.17570388,0.4539271797,-0.746553807,0.5116664271,1,fac7,-1
v000084,-0.53311653,0.0197538744,0.0473912875,-0.085594013,0.2918355246,0.1643628531,0.0544901378,-0.205056899,1,fac1,-1
v000085,-0.226864387,-0.062673337,-0.0115857,0.7797956485,0.0802403024,0.0988789421,-0.158173128,0.1355158092,1,fac4,1
v000086,0.1472802033,-0.046375546,0.0483334512,0.0017221192,-0.629207222,-0.175912753,-0.028896826,0.088395256,1,fac5,-1
v000087,-0.115932371,0.3831040024,-0.068575831,-0.267742331,0.2265435052,0.405818996,0.218700185,0.0803373914,1,fac6,1
v000088,-0.130936525,0.4679815223,-0.146492596,-0.148367846,-0.150780854,0.1718819359,0.1300530502,-0.042690023,1,fac2,1
v000089,-0.242326781,0.1004405147,0.1804702712,0.1327925743,-0.160530281,0.1603337194,-0.011602387,-0.07470434,0,,
v000090,-0.082580107,0.2939685047,-0.136151846,0.1711975008,0.0484947259,-0.037831718,0.4546039758,0.0657340974,1,fac7,1
v000091,-0.259732781,-0.114165515,0.2407766703,0.1667876899,-0.153298982,-0.168453829,-0.079793935,0.0337546309,0,,
v000092,-0.197707405,0.6278196921,-0.126437713,-0.148313097,0.1753578832,-0.243243189,-0.527939685,-0.218271831,1,fac2,1
v000093,0.9467903564,0.5057866748,-0.087933002,0.1647665768,-0.261078012,0.4587677894,0.5189155181,0.6207027808,1,fac1,1
v000094,-0.071571027,0.2798610202,0.1797512116,0.0957728753,-0.369707692,0.4992516455,-0.049655832,0.1222092596,1,fac6,1
v000095,-0.2099135,0.1801903901,-0.065566472,-0.003867762,-0.062309748,-0.61313827,0.1021143516,-0.451733262,1,fac6,-1
v000096,-0.138867082,0.1035916483,0.1878006377,-0.070425868,0.0129319761,0.7309349476,-0.140030083,-0.527617417,1,fac6,1
v000097,-0.056858134,0.032391328,0.1329051306,0.8095663487,-0.017367715,-0.308766089,0.0809375988,0.1296330496,1,fac4,1
v000098,-0.028768181,0.0850061271,0.2442708701,0.3548096244,-0.189428346,-0.54290412,0.065621717,0.0282944577,1,fac6,-1
v000099,0.1196832707,0.372631962,-0.005968227,-0.011853216,-0.19937514,-0.04540145,-0.091908595,-0.013694013,1,fac2,1
v000100,-0.239363042,0.1746383226,0.0583608895,-0.091999509,0.2259620707,0.2809448602,0.3703376533,0.1354987431,1,fac7,1
v000101,-0.177434197,0.0366933198,0.1328405318,-0.204940812,-0.429044575,-0.008112031,0.0389549495,0.1028387472,1,fac5,-1
v000102,-0.302175921,0.196626048,0.057278003,0.1085292663,-0.1623675,0.0244693057,0.1391355636,-0.068651777,1,fac1,-1
v000103,0.1969102569,0.2606157845,-0.207819393,0.1301881082,-0.198645242,-0.956364896,0.0733137945,0.1255546422,1,fac6,-1
v000104,-0.22256576,0.339171062,-0.050942289,0.1011800857,-0.095231095,0.0152946239,0.1202896688,-0.10647919,1,fac2,1
v000105,0.0674095121,-0.756572436,-0.097644319,-0.207266517,1.342506727,-0.08843601,0.3368802293,0.0550540923,1,fac5,1
v000106,0.8529423007,-0.458282071,-0.642825465,-0.214302364,-0.039469237,0.1299946573,0.2789977677,-0.593582266,1,fac1,1
v000107,-0.50372361,-0.163896535,0.0983580616,-0.016296549,0.0986935562,0.2534485962,-0.057947293,0.0106714388,1,fac1,-1
v000108,0.1789082171,-0.247232705,0.9108049237,-0.372643759,0.8175246763,-0.071168535,0.3461329266,-0.053127928,1,fac3,1
v000110,-0.161058165,0.0702373897,0.375767001,-0.546286676,-0.544804578,0.1173854633,0.1646919897,0.046014901,1,fac4,-1
v000111,-0.38356782,0.1782259475,-0.523960184,-0.28821594,0.192921001,-0.195258099,0.8779254481,-0.267788709,1,fac7,1
v000112,-0.045469032,0.4098577586,0.2613312164,0.0293454732,-0.063331234,0.0027156504,-0.071102537,-0.071285774,1,fac2,1
v000113,-0.137496067,0.3413638597,0.0437127534,0.0757018455,-0.005226445,-0.034917654,-0.08744396,0.1705249609,1,fac2,1
v000114,-0.083814382,-0.055998632,-0.147661559,-0.063358287,-0.539359198,-0.136136376,0.1368103091,0.1343087908,1,fac5,-1
v000115,-0.295054236,0.0963273369,0.0806107152,0.2776695307,-0.055175575,-0.355930218,-0.097099713,-0.252204837,1,fac6,-1
v000116,-0.272973979,-0.100193791,0.2585258614,0.3833146316,0.1439281716,-0.148436537,0.0081881653,-0.224580438,1,fac4,1
v000117,-0.213883116,0.0399361221,-0.33266573,0.710145707,0.0166252675,-0.024859895,-0.011844742,0.1767318093,1,fac4,1
v000118,-0.659360519,-0.164058528,0.1806159638,0.0148834741,-0.187884766,-0.139676404,-0.224708693,0.0879132679,1,fac1,-1
v000119,0.0557966243,-0.010610003,0.8662996829,-0.247562882,0.119513169,-0.143512251,-0.05105158,-0.085728441,1,fac3,1
v000120,-0.484804847,-0.069397015,-0.129502602,0.2761107782,0.1091746773,-0.079663968,-0.355509642,-0.404414204,1,fac1,-1
v000121,-0.185133726,0.3520741445,0.1014901392,-0.183629314,-0.075194745,0.0567814864,-0.002251432,-0.000485501,1,fac2,1
v000123,-0.186090561,0.358374302,0.0876314836,-0.183615748,-0.065204296,0.2389655086,0.1625249029,0.0798904938,1,fac2,1
v000124,-0.514832963,0.1613042678,-0.039173458,0.0411856653,-0.119390831,-0.141538084,-0.123430742,0.0738588907,1,fac1,-1
v000125,-0.315849965,0.1061020068,0.2875494199,0.313609158,-0.041546102,-0.099471615,0.0516258206,-0.21411467,1,fac1,-1
v000126,-0.081761843,0.1882190663,-0.058612216,-0.039379114,-0.107226667,0.0613149993,0.1081085028,-0.03214162,0,,
v000127,-0.490010173,-0.065943301,-0.37014889,-0.14288863,-0.20590945,-0.13584839,0.2953475105,0.3431498931,1,fac1,-1
v000128,-0.087864333,-0.314139211,0.4910438023,0.0657456321,-0.114436242,-0.390248073,-0.168908013,0.2140062207,1,fac3,1
v000129,-0.333723813,0.2670623459,0.1105354569,-0.432062765,-0.10220351,-0.061058071,-0.11261328,0.0484402897,1,fac4,-1
v000130,-0.506272394,0.1993852388,-0.09098447,0.0483769612,0.0838404592,-0.162838377,-0.074760617,-0.078428604,1,fac1,-1
v000131,-0.031345391,-0.524134546,-0.108472654,-0.101706083,-0.766857357,-0.470377653,-0.083824887,0.3901771725,1,fac5,-1
v000132,0.0040914103,0.1561542269,0.3936222053,-0.096289145,-0.009486522,-0.01516386,-0.121541149,0.1655021092,1,fac3,1
v000133,-0.465286873,-0.150928124,-0.263907425,0.1542837326,-0.068410504,0.4425308101,-0.038177844,-0.07338058,1,fac1,-1
v000134,-0.129408193,0.2798380058,0.1512868029,-0.429480434,-0.153556748,0.1148703205,-0.127512049,-0.103104282,1,fac4,-1
v000135,-0.220217022,0.0740806372,-0.215961039,0.077233048,-0.104343988,-0.825779202,0.1139239092,-0.321240356,1,fac6,-1
v000136,-0.093268698,0.2223177671,0.1497709725,-0.143644686,0.0453982202,0.0039476123,0.1696306388,0.3445823049,1,fac8,1
v000137,-0.370411838,0.0984924039,-0.069670103,-0.088558391,0.2417552812,0.328172976,0.1551887202,0.0297968071,1,fac1,-1
v000138,-0.048661863,0.4983509073,-0.273337647,0.0796331691,-0.092068196,0.1513469655,-0.012613673,0.1153008916,1,fac2,1
v000139,-0.103794081,-0.009602958,0.447754718,-0.260520573,-0.239769967,0.1539454555,0.1264066475,-0.196123635,1,fac3,1
v000140,-0.140378039,0.0453197421,0.2317971302,-0.536481353,0.066007167,0.3304363154,0.6494922562,0.3059049253,1,fac7,1
v000141,-0.065442442,-0.063498866,-0.073877853,0.1084819316,-0.313286963,-0.070244775,0.2858847826,0.1077180378,1,fac5,-1
v000142,0.019395135,-0.071754699,0.1710171523,-0.126054106,-0.07542518,-0.177325046,0.6588889174,0.0774890079,1,fac7,1
v000143,-0.372526605,-0.287788795,0.2631071539,-0.116793846,0.0519317992,0.1504100075,0.1070075818,0.1356163587,1,fac1,-1
v000144,0.0226632051,0.2690843339,-0.285574687,0.1971028028,-0.138694547,0.4728598371,0.5779748544,-0.020845718,1,fac7,1
v000145,0.5546368011,-0.710134381,-0.422900251,0.0316939876,1.1990755918,-0.121006038,-0.103972706,0.1133569101,1,fac5,1
v000146,-0.267474881,0.4112402433,-0.006546461,-0.03403174,-0.103086152,-0.009253632,-0.135669293,-0.028034893,1,fac2,1
v000147,0.8864202648,0.8466660149,-0.349159645,-0.534148,0.3872751529,-0.347148151,-0.528241183,0.018106606,1,fac1,1
v000148,0.0252874314,-0.358860044,-0.254270542,-0.092201382,-0.091007539,-0.053493468,0.3922661337,0.9960628086,1,fac8,1
v000149,-0.361979825,0.079716663,0.0924429539,0.1568783781,0.0484524672,0.0846020376,-0.075339782,0.1347430782,1,fac1,-1
v000150,-0.105396209,0.0086965826,0.1699027317,0.0718952832,0.1540853521,-0.087469256,-0.056866699,0.1098292341,0,,
v000151,-0.536334936,0.0265852786,-0.161157472,0.2151503965,0.0273808748,0.0466726884,0.1139704584,-0.228721194,1,fac1,-1
v000152,-0.30477905,0.1065386327,-0.111590075,0.5615084071,-0.125344963,-0.098029975,0.13502425,-0.087298877,1,fac4,1
v000153,-0.112681967,0.5402703073,-0.143323452,-0.111398772,-0.036472585,0.1575106522,0.2227648679,0.0015464867,1,fac2,1
v000155,0.1965543604,0.2185897741,0.097397421,-0.164015422,0.2768394734,0.7274801153,0.0194627197,-0.040114869,1,fac6,1
v000156,0.2523329432,0.6390167928,-0.2042527,0.1255839593,-0.145189447,0.2598956494,0.3656823973,0.4042481679,1,fac2,1
v000157,-0.322480211,0.0525920019,0.2847720374,0.1369797417,-0.036681035,0.0577789286,0.001089444,0.0223827449,1,fac1,-1
v000158,-0.232696372,-0.117292115,0.3120572659,-0.393626005,0.2883405177,-0.062928768,0.4813189422,-0.123234305,1,fac7,1
v000159,-0.296305074,-0.153025537,-0.03063177,0.6192820076,0.0104482366,0.0122872475,-0.21469846,0.0316875075,1,fac4,1
v000160,-0.234761989,-0.219148458,-0.304320877,1.0715277127,0.106479676,-0.089448417,-0.432550114,0.1200307139,1,fac4,1
v000161,-0.292979822,0.0841023905,0.0492144705,0.0830694417,-0.317721746,-0.046760233,0.0067088091,0.2213928372,1,fac5,-1
v000162,0.0379542875,0.0724800969,0.328752737,-0.070054087,-0.20895583,0.3695602216,0.0675614269,-0.139129106,1,fac6,1
v000163,0.3680192654,0.0654825997,0.5473248782,0.520438723,-0.147459145,-0.215423641,-0.133853027,-0.216672116,1,fac3,1
v000164,0.6876483655,-0.733932096,-0.599897503,-0.276155307,-0.353651741,0.0541258446,-0.21440621,-0.432288793,1,fac2,-1
v000165,-0.550857188,0.1045498486,0.0809568295,-0.018832842,-0.015632239,0.0347309202,-0.005930472,0.0002041482,1,fac1,-1
v000166,-0.381326505,0.0905678957,-0.29855461,-0.285876277,0.0092414814,0.6813224887,0.1731062952,-0.072741483,1,fac6,1
